SimTime	Sender	Receiver	Type	Details
906137	node-1	node-5	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@887af79, cmg.cnsim.testblockchain.node.Vote@7fac631b, cmg.cnsim.testblockchain.node.Vote@5b87ed94, cmg.cnsim.testblockchain.node.Vote@6e0e048a]
906237	node-2	node-2	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@887af79, cmg.cnsim.testblockchain.node.Vote@7fac631b, cmg.cnsim.testblockchain.node.Vote@5b87ed94, cmg.cnsim.testblockchain.node.Vote@6e0e048a]
906251	node-2	node-1	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@887af79, cmg.cnsim.testblockchain.node.Vote@7fac631b, cmg.cnsim.testblockchain.node.Vote@5b87ed94, cmg.cnsim.testblockchain.node.Vote@6e0e048a]
906251	node-2	node-3	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@887af79, cmg.cnsim.testblockchain.node.Vote@7fac631b, cmg.cnsim.testblockchain.node.Vote@5b87ed94, cmg.cnsim.testblockchain.node.Vote@6e0e048a]
906251	node-2	node-4	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@887af79, cmg.cnsim.testblockchain.node.Vote@7fac631b, cmg.cnsim.testblockchain.node.Vote@5b87ed94, cmg.cnsim.testblockchain.node.Vote@6e0e048a]
906251	node-2	node-5	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@887af79, cmg.cnsim.testblockchain.node.Vote@7fac631b, cmg.cnsim.testblockchain.node.Vote@5b87ed94, cmg.cnsim.testblockchain.node.Vote@6e0e048a]
906337	node-3	node-3	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@887af79, cmg.cnsim.testblockchain.node.Vote@7fac631b, cmg.cnsim.testblockchain.node.Vote@5b87ed94, cmg.cnsim.testblockchain.node.Vote@6e0e048a]
906366	node-3	node-1	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@887af79, cmg.cnsim.testblockchain.node.Vote@7fac631b, cmg.cnsim.testblockchain.node.Vote@5b87ed94, cmg.cnsim.testblockchain.node.Vote@6e0e048a]
906366	node-3	node-4	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@887af79, cmg.cnsim.testblockchain.node.Vote@7fac631b, cmg.cnsim.testblockchain.node.Vote@5b87ed94, cmg.cnsim.testblockchain.node.Vote@6e0e048a]
906366	node-3	node-5	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@887af79, cmg.cnsim.testblockchain.node.Vote@7fac631b, cmg.cnsim.testblockchain.node.Vote@5b87ed94, cmg.cnsim.testblockchain.node.Vote@6e0e048a]
906366	node-3	node-2	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@887af79, cmg.cnsim.testblockchain.node.Vote@7fac631b, cmg.cnsim.testblockchain.node.Vote@5b87ed94, cmg.cnsim.testblockchain.node.Vote@6e0e048a]
906366	node-4	node-4	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@887af79, cmg.cnsim.testblockchain.node.Vote@7fac631b, cmg.cnsim.testblockchain.node.Vote@5b87ed94, cmg.cnsim.testblockchain.node.Vote@6e0e048a]
906409	node-4	node-1	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@887af79, cmg.cnsim.testblockchain.node.Vote@7fac631b, cmg.cnsim.testblockchain.node.Vote@5b87ed94, cmg.cnsim.testblockchain.node.Vote@6e0e048a]
906409	node-4	node-2	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@887af79, cmg.cnsim.testblockchain.node.Vote@7fac631b, cmg.cnsim.testblockchain.node.Vote@5b87ed94, cmg.cnsim.testblockchain.node.Vote@6e0e048a]
906409	node-4	node-5	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@887af79, cmg.cnsim.testblockchain.node.Vote@7fac631b, cmg.cnsim.testblockchain.node.Vote@5b87ed94, cmg.cnsim.testblockchain.node.Vote@6e0e048a]
906409	node-4	node-3	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@887af79, cmg.cnsim.testblockchain.node.Vote@7fac631b, cmg.cnsim.testblockchain.node.Vote@5b87ed94, cmg.cnsim.testblockchain.node.Vote@6e0e048a]
956509	node-1	node-1	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@5bc79255
956509	node-1	node-2	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@5bc79255
956509	node-1	node-4	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@5bc79255
956509	node-1	node-5	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@5bc79255
956509	node-1	node-3	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@5bc79255
956609	node-2	node-2	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@47ef968d
956623	node-2	node-1	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@47ef968d
956623	node-2	node-4	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@47ef968d
956623	node-2	node-5	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@47ef968d
956623	node-2	node-3	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@47ef968d
956709	node-3	node-3	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@23e028a9
956738	node-3	node-2	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@23e028a9
956738	node-3	node-5	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@23e028a9
956738	node-3	node-4	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@23e028a9
956738	node-3	node-1	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@23e028a9
956738	node-4	node-4	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@3dd4520b
956781	node-4	node-1	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@3dd4520b
956781	node-4	node-2	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@3dd4520b
956781	node-4	node-3	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@3dd4520b
956781	node-4	node-5	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@3dd4520b
1056981	node-1	node-1	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@5ae63ade
1056981	node-1	node-3	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@5ae63ade
1056981	node-1	node-5	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@5ae63ade
1056981	node-1	node-4	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@5ae63ade
1056981	node-1	node-2	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@5ae63ade
1057181	node-2	node-2	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@610694f1
1057195	node-2	node-3	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@610694f1
1057195	node-2	node-5	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@610694f1
1057195	node-2	node-4	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@610694f1
1057195	node-2	node-1	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@610694f1
1057381	node-3	node-3	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@43814d18
1057410	node-3	node-2	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@43814d18
1057410	node-3	node-5	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@43814d18
1057410	node-3	node-4	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@43814d18
1057410	node-3	node-1	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@43814d18
1057410	node-4	node-4	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@5c5a1b69
1057453	node-4	node-2	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@5c5a1b69
1057453	node-4	node-3	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@5c5a1b69
1057453	node-4	node-1	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@5c5a1b69
1057453	node-4	node-5	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@5c5a1b69
1107553	node-1	node-1	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5ae63ade, cmg.cnsim.testblockchain.node.Vote@610694f1, cmg.cnsim.testblockchain.node.Vote@43814d18, cmg.cnsim.testblockchain.node.Vote@5c5a1b69]
1107553	node-1	node-2	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5ae63ade, cmg.cnsim.testblockchain.node.Vote@610694f1, cmg.cnsim.testblockchain.node.Vote@43814d18, cmg.cnsim.testblockchain.node.Vote@5c5a1b69]
1107553	node-1	node-3	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5ae63ade, cmg.cnsim.testblockchain.node.Vote@610694f1, cmg.cnsim.testblockchain.node.Vote@43814d18, cmg.cnsim.testblockchain.node.Vote@5c5a1b69]
1107553	node-1	node-4	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5ae63ade, cmg.cnsim.testblockchain.node.Vote@610694f1, cmg.cnsim.testblockchain.node.Vote@43814d18, cmg.cnsim.testblockchain.node.Vote@5c5a1b69]
1107553	node-1	node-5	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5ae63ade, cmg.cnsim.testblockchain.node.Vote@610694f1, cmg.cnsim.testblockchain.node.Vote@43814d18, cmg.cnsim.testblockchain.node.Vote@5c5a1b69]
1107653	node-2	node-2	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5ae63ade, cmg.cnsim.testblockchain.node.Vote@610694f1, cmg.cnsim.testblockchain.node.Vote@43814d18, cmg.cnsim.testblockchain.node.Vote@5c5a1b69]
1107667	node-2	node-1	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5ae63ade, cmg.cnsim.testblockchain.node.Vote@610694f1, cmg.cnsim.testblockchain.node.Vote@43814d18, cmg.cnsim.testblockchain.node.Vote@5c5a1b69]
1107667	node-2	node-3	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5ae63ade, cmg.cnsim.testblockchain.node.Vote@610694f1, cmg.cnsim.testblockchain.node.Vote@43814d18, cmg.cnsim.testblockchain.node.Vote@5c5a1b69]
1107667	node-2	node-4	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5ae63ade, cmg.cnsim.testblockchain.node.Vote@610694f1, cmg.cnsim.testblockchain.node.Vote@43814d18, cmg.cnsim.testblockchain.node.Vote@5c5a1b69]
1107667	node-2	node-5	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5ae63ade, cmg.cnsim.testblockchain.node.Vote@610694f1, cmg.cnsim.testblockchain.node.Vote@43814d18, cmg.cnsim.testblockchain.node.Vote@5c5a1b69]
1107753	node-3	node-3	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5ae63ade, cmg.cnsim.testblockchain.node.Vote@610694f1, cmg.cnsim.testblockchain.node.Vote@43814d18, cmg.cnsim.testblockchain.node.Vote@5c5a1b69]
1107782	node-3	node-1	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5ae63ade, cmg.cnsim.testblockchain.node.Vote@610694f1, cmg.cnsim.testblockchain.node.Vote@43814d18, cmg.cnsim.testblockchain.node.Vote@5c5a1b69]
1107782	node-3	node-4	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5ae63ade, cmg.cnsim.testblockchain.node.Vote@610694f1, cmg.cnsim.testblockchain.node.Vote@43814d18, cmg.cnsim.testblockchain.node.Vote@5c5a1b69]
1107782	node-3	node-5	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5ae63ade, cmg.cnsim.testblockchain.node.Vote@610694f1, cmg.cnsim.testblockchain.node.Vote@43814d18, cmg.cnsim.testblockchain.node.Vote@5c5a1b69]
1107782	node-3	node-2	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5ae63ade, cmg.cnsim.testblockchain.node.Vote@610694f1, cmg.cnsim.testblockchain.node.Vote@43814d18, cmg.cnsim.testblockchain.node.Vote@5c5a1b69]
1107782	node-4	node-4	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5ae63ade, cmg.cnsim.testblockchain.node.Vote@610694f1, cmg.cnsim.testblockchain.node.Vote@43814d18, cmg.cnsim.testblockchain.node.Vote@5c5a1b69]
1107825	node-4	node-1	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5ae63ade, cmg.cnsim.testblockchain.node.Vote@610694f1, cmg.cnsim.testblockchain.node.Vote@43814d18, cmg.cnsim.testblockchain.node.Vote@5c5a1b69]
1107825	node-4	node-2	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5ae63ade, cmg.cnsim.testblockchain.node.Vote@610694f1, cmg.cnsim.testblockchain.node.Vote@43814d18, cmg.cnsim.testblockchain.node.Vote@5c5a1b69]
1107825	node-4	node-5	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5ae63ade, cmg.cnsim.testblockchain.node.Vote@610694f1, cmg.cnsim.testblockchain.node.Vote@43814d18, cmg.cnsim.testblockchain.node.Vote@5c5a1b69]
1107825	node-4	node-3	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@5ae63ade, cmg.cnsim.testblockchain.node.Vote@610694f1, cmg.cnsim.testblockchain.node.Vote@43814d18, cmg.cnsim.testblockchain.node.Vote@5c5a1b69]
1157925	node-1	node-1	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@3701eaf6
1157925	node-1	node-2	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@3701eaf6
1157925	node-1	node-4	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@3701eaf6
1157925	node-1	node-5	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@3701eaf6
1157925	node-1	node-3	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@3701eaf6
1158025	node-2	node-2	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@627551fb
1158039	node-2	node-1	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@627551fb
1158039	node-2	node-4	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@627551fb
1158039	node-2	node-5	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@627551fb
1158039	node-2	node-3	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@627551fb
1158125	node-3	node-3	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@2b552920
1158154	node-3	node-2	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@2b552920
1158154	node-3	node-5	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@2b552920
1158154	node-3	node-4	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@2b552920
1158154	node-3	node-1	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@2b552920
1158154	node-4	node-4	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@2758fe70
1158197	node-4	node-1	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@2758fe70
1158197	node-4	node-2	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@2758fe70
1158197	node-4	node-3	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@2758fe70
1158197	node-4	node-5	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@2758fe70
1258397	node-1	node-1	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@1f36e637
1258397	node-1	node-3	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@1f36e637
1258397	node-1	node-5	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@1f36e637
1258397	node-1	node-4	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@1f36e637
1258397	node-1	node-2	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@1f36e637
1258597	node-2	node-2	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@578486a3
1258611	node-2	node-3	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@578486a3
1258611	node-2	node-5	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@578486a3
1258611	node-2	node-4	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@578486a3
1258611	node-2	node-1	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@578486a3
1258797	node-3	node-3	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@551aa95a
1258826	node-3	node-2	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@551aa95a
1258826	node-3	node-5	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@551aa95a
1258826	node-3	node-4	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@551aa95a
1258826	node-3	node-1	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@551aa95a
1258826	node-4	node-4	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@35d176f7
1258869	node-4	node-2	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@35d176f7
1258869	node-4	node-3	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@35d176f7
1258869	node-4	node-1	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@35d176f7
1258869	node-4	node-5	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@35d176f7
1308969	node-1	node-1	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@1f36e637, cmg.cnsim.testblockchain.node.Vote@578486a3, cmg.cnsim.testblockchain.node.Vote@551aa95a, cmg.cnsim.testblockchain.node.Vote@35d176f7]
1308969	node-1	node-2	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@1f36e637, cmg.cnsim.testblockchain.node.Vote@578486a3, cmg.cnsim.testblockchain.node.Vote@551aa95a, cmg.cnsim.testblockchain.node.Vote@35d176f7]
1308969	node-1	node-3	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@1f36e637, cmg.cnsim.testblockchain.node.Vote@578486a3, cmg.cnsim.testblockchain.node.Vote@551aa95a, cmg.cnsim.testblockchain.node.Vote@35d176f7]
1308969	node-1	node-4	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@1f36e637, cmg.cnsim.testblockchain.node.Vote@578486a3, cmg.cnsim.testblockchain.node.Vote@551aa95a, cmg.cnsim.testblockchain.node.Vote@35d176f7]
1308969	node-1	node-5	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@1f36e637, cmg.cnsim.testblockchain.node.Vote@578486a3, cmg.cnsim.testblockchain.node.Vote@551aa95a, cmg.cnsim.testblockchain.node.Vote@35d176f7]
1309069	node-2	node-2	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@1f36e637, cmg.cnsim.testblockchain.node.Vote@578486a3, cmg.cnsim.testblockchain.node.Vote@551aa95a, cmg.cnsim.testblockchain.node.Vote@35d176f7]
1309083	node-2	node-1	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@1f36e637, cmg.cnsim.testblockchain.node.Vote@578486a3, cmg.cnsim.testblockchain.node.Vote@551aa95a, cmg.cnsim.testblockchain.node.Vote@35d176f7]
1309083	node-2	node-3	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@1f36e637, cmg.cnsim.testblockchain.node.Vote@578486a3, cmg.cnsim.testblockchain.node.Vote@551aa95a, cmg.cnsim.testblockchain.node.Vote@35d176f7]
1309083	node-2	node-4	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@1f36e637, cmg.cnsim.testblockchain.node.Vote@578486a3, cmg.cnsim.testblockchain.node.Vote@551aa95a, cmg.cnsim.testblockchain.node.Vote@35d176f7]
1309083	node-2	node-5	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@1f36e637, cmg.cnsim.testblockchain.node.Vote@578486a3, cmg.cnsim.testblockchain.node.Vote@551aa95a, cmg.cnsim.testblockchain.node.Vote@35d176f7]
1309169	node-3	node-3	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@1f36e637, cmg.cnsim.testblockchain.node.Vote@578486a3, cmg.cnsim.testblockchain.node.Vote@551aa95a, cmg.cnsim.testblockchain.node.Vote@35d176f7]
1309198	node-3	node-1	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@1f36e637, cmg.cnsim.testblockchain.node.Vote@578486a3, cmg.cnsim.testblockchain.node.Vote@551aa95a, cmg.cnsim.testblockchain.node.Vote@35d176f7]
1309198	node-3	node-4	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@1f36e637, cmg.cnsim.testblockchain.node.Vote@578486a3, cmg.cnsim.testblockchain.node.Vote@551aa95a, cmg.cnsim.testblockchain.node.Vote@35d176f7]
1309198	node-3	node-5	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@1f36e637, cmg.cnsim.testblockchain.node.Vote@578486a3, cmg.cnsim.testblockchain.node.Vote@551aa95a, cmg.cnsim.testblockchain.node.Vote@35d176f7]
1309198	node-3	node-2	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@1f36e637, cmg.cnsim.testblockchain.node.Vote@578486a3, cmg.cnsim.testblockchain.node.Vote@551aa95a, cmg.cnsim.testblockchain.node.Vote@35d176f7]
1309198	node-4	node-4	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@1f36e637, cmg.cnsim.testblockchain.node.Vote@578486a3, cmg.cnsim.testblockchain.node.Vote@551aa95a, cmg.cnsim.testblockchain.node.Vote@35d176f7]
1309241	node-4	node-1	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@1f36e637, cmg.cnsim.testblockchain.node.Vote@578486a3, cmg.cnsim.testblockchain.node.Vote@551aa95a, cmg.cnsim.testblockchain.node.Vote@35d176f7]
1309241	node-4	node-2	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@1f36e637, cmg.cnsim.testblockchain.node.Vote@578486a3, cmg.cnsim.testblockchain.node.Vote@551aa95a, cmg.cnsim.testblockchain.node.Vote@35d176f7]
1309241	node-4	node-5	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@1f36e637, cmg.cnsim.testblockchain.node.Vote@578486a3, cmg.cnsim.testblockchain.node.Vote@551aa95a, cmg.cnsim.testblockchain.node.Vote@35d176f7]
1309241	node-4	node-3	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@1f36e637, cmg.cnsim.testblockchain.node.Vote@578486a3, cmg.cnsim.testblockchain.node.Vote@551aa95a, cmg.cnsim.testblockchain.node.Vote@35d176f7]
1359341	node-1	node-1	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@1dfe2924
1359341	node-1	node-2	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@1dfe2924
1359341	node-1	node-4	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@1dfe2924
1359341	node-1	node-5	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@1dfe2924
1359341	node-1	node-3	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@1dfe2924
1359441	node-2	node-2	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@6ebc05a6
1359455	node-2	node-1	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@6ebc05a6
1359455	node-2	node-4	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@6ebc05a6
1359455	node-2	node-5	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@6ebc05a6
1359455	node-2	node-3	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@6ebc05a6
1359541	node-3	node-3	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@6e6c3152
1359570	node-3	node-2	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@6e6c3152
1359570	node-3	node-5	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@6e6c3152
1359570	node-3	node-4	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@6e6c3152
1359570	node-3	node-1	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@6e6c3152
1359570	node-4	node-4	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@50b494a6
1359613	node-4	node-1	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@50b494a6
1359613	node-4	node-2	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@50b494a6
1359613	node-4	node-3	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@50b494a6
1359613	node-4	node-5	NodeReceivesHash	cmg.cnsim.testblockchain.node.EpochHash@50b494a6
1459813	node-1	node-1	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@3cef309d
1459813	node-1	node-3	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@3cef309d
1459813	node-1	node-5	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@3cef309d
1459813	node-1	node-4	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@3cef309d
1459813	node-1	node-2	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@3cef309d
1460013	node-2	node-2	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@32709393
1460027	node-2	node-3	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@32709393
1460027	node-2	node-5	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@32709393
1460027	node-2	node-4	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@32709393
1460027	node-2	node-1	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@32709393
1460213	node-3	node-3	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@3d99d22e
1460242	node-3	node-2	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@3d99d22e
1460242	node-3	node-5	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@3d99d22e
1460242	node-3	node-4	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@3d99d22e
1460242	node-3	node-1	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@3d99d22e
1460242	node-4	node-4	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@49fc609f
1460285	node-4	node-2	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@49fc609f
1460285	node-4	node-3	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@49fc609f
1460285	node-4	node-1	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@49fc609f
1460285	node-4	node-5	NodeReceivesVote	cmg.cnsim.testblockchain.node.Vote@49fc609f
1510385	node-1	node-1	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@3cef309d, cmg.cnsim.testblockchain.node.Vote@32709393, cmg.cnsim.testblockchain.node.Vote@3d99d22e, cmg.cnsim.testblockchain.node.Vote@49fc609f]
1510385	node-1	node-2	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@3cef309d, cmg.cnsim.testblockchain.node.Vote@32709393, cmg.cnsim.testblockchain.node.Vote@3d99d22e, cmg.cnsim.testblockchain.node.Vote@49fc609f]
1510385	node-1	node-3	NodeReceivesSubmission	[cmg.cnsim.testblockchain.node.Vote@3cef309d, cmg.cnsim.testblockchain.node.Vote@32709393, cmg.cnsim.testblockchain.node.Vote@3d99d22e, cmg.cnsim.testblockchain.node.Vote@49fc609f]
